study_id,public_record_file,public_record_sha256,public_record_bytes,original_frozen_record_file,original_frozen_record_sha256,original_frozen_record_bytes,source_pdf_file_label,source_pdf_sha256,source_pdf_page_count
S103,S103__ontologyrag-better-and-faster-biomedical-code-mapping-with-retrieval-augmented-generation-ra.json,4c9af0bb6c0fb42c10187181e8c4edf7e8faf4f0c8401b9fbb6aac2c8d7cdc19,7331,S103__ontologyrag-better-and-faster-biomedical-code-mapping-with-retrieval-augmented-generation-ra.json,ae402b3f807191c5325c9eb6e8176dcf7a764ce21f64cdb87d2d2e203d388dfe,6983,Feng et al. - 2025 - OntologyRAG better and faster biomedical code mapping with retrieval-augmented generation (RAG) lev.pdf,1abc00a50b231ea2bde1ba18e229333f89cecaf354eab97c9cd766e4fd01635f,14
S104,S104__ontosage-intelligent-human-building-smartbot-for-semantic-smart-building-question-answering.json,d69750d8dc4d4031ed9900c0ae6d5cdbba09ed211225187eae312fca3931114e,8316,S104__ontosage-intelligent-human-building-smartbot-for-semantic-smart-building-question-answering.json,5e8f7a5b69e1278221925241932917af5c3ca2de44e9c58520acd0b6a165d475,7677,Devmane et al. - 2026 - OntoSage intelligent human-building smartbot for semantic smart building question answering.pdf,4330b214cde1ec8dd189bc93214f0e7ac4bf4fde123a258b6dff3c86c7afe493,38
S105,S105__pkr-qa-a-benchmark-for-procedural-knowledge-reasoning-with-knowledge-module-learning.json,0588d584a2cae86517e802aa214f63b098ac073ea373c1e37180fbc99d826ec0,8052,S105__pkr-qa-a-benchmark-for-procedural-knowledge-reasoning-with-knowledge-module-learning.json,4e1ff8de72cf3aa9a252165a10bc8b88950c9f1d9248ece7e98f105cc00c3351,7012,Nguyen et al. - 2026 - PKR-QA a benchmark for procedural knowledge reasoning with knowledge module learning.pdf,b71f76108d752e799f181bc614d950a43f7237ae5e386fc666a51bb92ccb8d8f,9
S106,S106__psychological-counseling-with-integration-of-knowledge-graph-and-multi-agent-collaboration.json,5643dcb0b0e3738872d4f23a6d0051981cf41c59ea95eae7b265fdcda177a5ea,7544,S106__psychological-counseling-with-integration-of-knowledge-graph-and-multi-agent-collaboration.json,f945df7400ff4960853da551d17be5bccb33ef3fa758742f2fc774ab14aa3530,6793,Liu et al. - 2024 - Psychological counseling with integration of knowledge graph and multi-agent collaboration.pdf,aba5237fc8d5de9a70ce672e30d350cba6bc03649c1574511891ee633630c475,13
S107,S107__reads-kg-an-llm-knowledge-graph-framework-for-reasoned-decision-support-in-dynamic-safety-cr.json,1e28e46d1abe694c5db70f672b52bba393adb6f019d107434335a1fde570d638,9602,S107__reads-kg-an-llm-knowledge-graph-framework-for-reasoned-decision-support-in-dynamic-safety-cr.json,47cae9f742dda2d11041f4c5aa34e57da91bb44bd8d8a893f3c9a759a9af39ed,9112,Doumanas and Kotis - 2026 - ReaDS-KG an LLM-knowledge graph framework for reasoned decision support in dynamic safety-critical.pdf,1462b4ad429fa22d248e99c72af2d8c23f7168a4d5ecb076f2d3040f91aa845b,13
S108,S108__sara-leveraging-llm-agents-and-jurisprudential-ontologies-for-automated-legal-reasoning.json,afaca84f795a271d5cbd9e7589f9db34b9a5e1a50945d9a19103ef2119ba0250,6537,S108__sara-leveraging-llm-agents-and-jurisprudential-ontologies-for-automated-legal-reasoning.json,e3f782d1afe008633c17fcdf8120fbfd47a86339f93e05602d8d0e21175d2764,6360,Bonfim et al. - 2026 - SARA leveraging LLM agents and jurisprudential ontologies for automated legal reasoning.pdf,af8035bdf577f3688ff58274b5392a7c48859abb872ff1ff496c506060c78467,9
S109,S109__semantically-linked-ontological-knowledge-extraction-graph-for-domain-specific-knowledge-dis.json,8d67316370a26f1a571c8c43b8676bc4e7fe8664907123ca9f8f3039fcc28a6f,8038,S109__semantically-linked-ontological-knowledge-extraction-graph-for-domain-specific-knowledge-dis.json,25dcb94e15410eebe2742f8f2ebd5c895e30e2879c458575827749310b9240a5,7621,Kashgouli et al. - 2025 - Semantically-linked ontological knowledge extraction graph for domain-specific knowledge discovery I.pdf,525ade84e378d87e71cb61604670d007a953159ff9fb62d0a3b5dedc378e44f8,20
S110,S110__stitching-history-into-semantics-llm-supported-knowledge-graph-engineering-for-19th-century-.json,9e2d695c3bdf7ad3ec130e29efc0415ab689ba52212d3810489810bbf0811a69,8428,S110__stitching-history-into-semantics-llm-supported-knowledge-graph-engineering-for-19th-century-.json,42db574e78222ae6b6668ea1742e5a6e7a8f09dd923bcbe3385a98152cc84389,8288,Doumanas et al. - 2025 - Stitching history into semantics LLM-supported knowledge graph engineering for 19th-century greek b.pdf,d660776d24a5743638619fc99eb3b87f4d6c4e0cec1ca4d17e9aa5e9c17d4b99,24
S111,S111__toward-auditable-urban-soil-management-a-knowledge-graph-and-llm-approach-fusing-environment.json,c420ff0965993056daa6362972db534fa709da0025f9d34e300af01f42f994b3,9558,S111__toward-auditable-urban-soil-management-a-knowledge-graph-and-llm-approach-fusing-environment.json,864cbb8b8f3b710e27a2c00667a561f1cbe4542ee05994de34d9ab8dce100453,9846,Qin et al. - 2026 - Toward auditable urban soil management a knowledge graph and LLM approach fusing environmental and.pdf,ad87b7011e92820a51c4211f6708798e92f45e14c33da9bb286944fc98cd60f2,17
S112,S112__vaxkg-integrating-the-vaccine-ontology-and-violin-for-advanced-vaccine-queries-and-llm-power.json,631c1d4e3f5c52fff0163913fa37f1e72366294cc4b2376c28d3391fb9b2c8bd,8006,S112__vaxkg-integrating-the-vaccine-ontology-and-violin-for-advanced-vaccine-queries-and-llm-power.json,72d3c7ea17b0efc6224174e4685e7e36b925e2f788f0488db4a8234084a2c449,7212,(Leo) Yeh et al. - 2025 - VaxKG integrating the vaccine ontology and VIOLIN for advanced vaccine queries and LLM-powered chat.pdf,c95cbaddfa29e2bde96d408b3f803ea1439bfd904ce5a44db10406e2bda3ef44,10
S113,S113__wikontic-constructing-wikidata-aligned-ontology-aware-knowledge-graphs-with-large-language-m.json,be4c4df49ea2bdc81e8208ab427810cf12b5198ffe7883ad50d3392d974b6984,8192,S113__wikontic-constructing-wikidata-aligned-ontology-aware-knowledge-graphs-with-large-language-m.json,3d4f849e94e611f3be387e0970c5714967d97de33ee3c358652f6ebe21484482,8075,"Chepurova et al. - 2026 - Wikontic constructing wikidata-aligned, ontology-aware knowledge graphs with large language models.pdf",28a65d116c8e427cd05677f6480e273160e57a6c138858b80b9e50dbd44eac2a,16
